Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Jacob Wetzel,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Michael Wherley,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Mary Whipple,F,United States,USA,2004,Athina,Rowing,Rowing Women's Coxed Eights,Silver
Mary Whipple,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Alex White,F,South Africa,RSA,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Olivia Whitlam,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Peter Wiersum,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Kristof Wilke,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Brett Wilkinson,M,United States,USA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Guillermo Williams,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxless Fours,Silver
Stephen Williams,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxless Fours,Gold
Stephen Williams,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
Andr Willms,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Julia Wilson,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Sarah Winckless,F,Great Britain,GBR,2004,Athina,Rowing,Rowing Women's Double Sculls,Bronze
Sarah Winckless,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Cameron Winklevoss,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Tyler Winklevoss,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Jodi Winter,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Adam Wojciechowski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Ester Workel,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Ester Workel,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Wu Chongkui,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Wu You,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Wu You,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Silver
Cameron Wurf,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Xi Aihua,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold
Xu Dongxiang,F,China,CHN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Xu Dongxiang,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Yan Xiaoxia,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Ivo Yanakiev,M,Bulgaria,BUL,2004,Athina,Rowing,Rowing Men's Single Sculls,Bronze
Ivo Yanakiev,M,Bulgaria,BUL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Martin Yanakiev,M,Bulgaria,BUL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Yang Cuiping,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Yang Jian,M,China,CHN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Yu Fei,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Yu Hua,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Bogdan Zalewski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Zhang Dechang,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Zhang Guolin,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Zhang Lin,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Zhang Shunyin,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Zhang Xingbo,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Zhang Xiuyun,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Zhang Yangyang,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold
Zhang Yongqiang,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Zhao Linquan,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Zheng Chuanqi,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Zheng Na,F,China,CHN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Yevgeny Zhigulin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Zhou Yinan,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Zhu Zhifu,M,China,CHN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Mohamed Zidan,M,Egypt,EGY,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Nicole Zimmermann,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Nicole Zimmermann,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Zin Shwe,F,Myanmar,MYA,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Juan Guimerans,M,Spain,ESP,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Janez Zupanc,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Aleksandr Zyuzin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
